start_idx,end_idx,start_month,lb_centroid_0,dtw_centroid_0,dtw_exact_flag_centroid_0,lb_centroid_1,dtw_centroid_1,dtw_exact_flag_centroid_1,lb_centroid_2,dtw_centroid_2,dtw_exact_flag_centroid_2,lb_centroid_3,dtw_centroid_3,dtw_exact_flag_centroid_3
219,230,2000-04-01,0.9771839915788815,3.0036978954315785,True,1.2027486040350281,2.8057668983594177,True,3.418698364585762,4.684566022302306,True,1.0483819537551315,1.8672472486946552,True
220,231,2000-05-01,1.5814315106604007,4.553316121749714,True,1.082601197586293,2.169644831466845,True,3.102749251947593,4.617447630221648,True,1.03876783230947,1.8875759042273725,True
221,232,2000-06-01,2.1616962412669163,4.564083903402767,True,0.5913638988141868,1.6003065365016205,True,1.6941274656414975,3.3565133416409054,True,2.281920486392088,2.485884363729841,True
222,233,2000-07-01,2.4183033399588982,2.4183033399588982,False,0.41446240137132695,1.1739384856269421,True,1.289555765193286,1.750664319043306,True,2.4818104434543242,2.669441610433973,True
223,234,2000-08-01,2.200148257283977,5.0950531645598245,True,0.34380897311604597,1.4263652162265916,True,0.8247626464230395,1.5364547670494741,True,2.7870969079134778,3.252991303215198,True
224,235,2000-09-01,1.2986405430741537,4.109165611082668,True,0.3061455952977474,1.2326526815198096,True,0.7322600081898201,1.0725149261795526,True,2.941837545085545,3.9072823533829495,True
225,236,2000-10-01,0.42844642035703556,3.2816575304063766,True,0.3612636255594496,1.5715950730045147,True,0.4414401058799592,0.8994180976404049,True,3.4036442933581967,5.121314905110775,True
226,237,2000-11-01,0.29591062837433574,2.0019006565390636,True,1.1673637643711807,3.2164207540037513,True,0.5402216087841438,1.0954045772850427,True,3.6187492878842478,5.148691006520266,True
227,238,2000-12-01,0.26553273577115,1.0934198039079035,True,2.0020917949295964,4.989094372319097,True,1.1807278251840145,1.7867856987845219,True,3.5151508458227876,4.1589406095131976,True
228,239,2001-01-01,0.18394879650679158,0.6833181945573918,True,2.4210174421027855,2.4210174421027855,False,2.087631149568247,2.9273899204000604,True,2.959630686565702,3.3242879019536167,True
229,240,2001-02-01,0.38964985984430484,0.9552935209796977,True,1.9263373045409973,5.328987203001548,True,2.8888896389090353,3.3983184862416143,True,2.0246982048701563,2.3343350815417043,True
230,241,2001-03-01,0.5082551403088239,1.927706308719802,True,1.085604487875303,3.7695643766008047,True,3.3079493251581376,4.379413590211273,True,1.1514373482450397,1.3925553653264477,True
231,242,2001-04-01,0.7836985771256338,3.1422469057871054,True,0.568942896317217,1.5555674660419172,True,3.0536109102944096,4.6793631936215885,True,1.3040801763008851,1.491659680486367,True
232,243,2001-05-01,1.8021991929824412,4.97518583934449,True,0.27705791448309974,0.9650439987224099,True,2.3605612391237627,3.2905761846736867,True,1.7970519829169411,2.0045082469742455,True
233,244,2001-06-01,2.3190267237581508,5.541576741392674,True,0.27322723754434625,0.9876750040308919,True,1.2313641470722123,1.928842119673686,True,2.419375826590574,2.6231618373766854,True
234,245,2001-07-01,2.1896848553201607,5.6448944348707935,True,0.12465031107269092,0.9409923821511892,True,0.8190600325466788,1.5089584915678549,True,2.587166592929697,2.913590977252392,True
235,246,2001-08-01,1.553131028168297,4.192867738934455,True,0.12465031107269092,1.4347910129177561,True,0.3156752753822717,0.9594822153273684,True,2.939868906085836,4.096642087716353,True
236,247,2001-09-01,0.7434619728798333,3.4081009271083045,True,0.06466407007907218,1.6039323217269263,True,0.1705978795937153,0.9859492058309838,True,3.291022669391611,5.015976781994983,True
237,248,2001-10-01,0.1429452295454508,2.3935988943840667,True,0.7004596370598911,2.6199544461682835,True,0.16446540374459812,0.9761401632950417,True,3.5753845057543083,5.568923692674553,True
238,249,2001-11-01,0.5806305683798675,2.579472482194543,True,1.69575443157502,4.076168332475132,True,0.3022419131450045,1.5535734791090154,True,3.8863640565981465,3.8863640565981465,False
239,250,2001-12-01,0.32654875516081616,1.330441910611728,True,2.2723115687928366,5.544822888694576,True,1.284578436151161,2.525946357836966,True,3.7490020639296495,3.7490020639296495,False
240,251,2002-01-01,0.051087600707697675,1.2702418475270292,True,2.216488822368366,5.711169595953297,True,2.2120354479075184,3.041866002716038,True,3.1249105324342477,3.4053978032258385,True
241,252,2002-02-01,0.6438504755393433,1.5100715643471916,True,2.0728625528321043,5.667565979323911,True,3.2255461530404133,3.9099151929195166,True,1.896556996938209,2.742357674158006,True
242,253,2002-03-01,0.5648884520163426,2.707692007266001,True,1.363206733963114,4.818594705894206,True,3.5397223241312625,3.5397223241312625,False,0.5445534037572766,1.6362315875984068,True
243,254,2002-04-01,0.613976713073122,3.8856841376791995,True,0.4874324564941853,2.152570685573997,True,3.3803697489626514,5.002641980721962,True,0.41855876465886127,1.2072916193437295,True
244,255,2002-05-01,1.2474189049553528,4.501725614113748,True,0.8084517152086014,2.2666504604019413,True,2.909921497455285,4.5862929095967075,True,0.4943885229289729,1.425414545489003,True
245,256,2002-06-01,2.0443370188189465,4.984749657531478,True,0.4205663541769471,1.4830768202036357,True,1.8223356195074638,3.4126200587500226,True,1.909241341050816,2.2859432887324043,True
246,257,2002-07-01,2.2762203577703644,5.377248066703103,True,0.24162793088448895,1.488059689337252,True,1.0613936027225765,1.9028523308607765,True,2.3369758202268924,2.6800551871643914,True
247,258,2002-08-01,1.9999281598794796,4.701489012634179,True,0.28671865217654063,1.8942346149971951,True,1.2633340949369143,1.7004955568876048,True,2.4794866507096187,3.0368225608284876,True
